id,recipe_id,ingredient_id
413,46,198
414,46,989
415,47,1216
416,47,3871
417,47,5366
418,47,2729
419,47,1036
420,47,492
421,47,198
422,47,4372
423,47,5670
424,48,32
425,48,2091
426,48,1497
427,48,5279
428,48,5380
429,48,198
430,48,937
431,49,2476
432,49,3518
433,49,3471
434,49,4895
435,49,4995
436,49,3767
437,49,3323
438,50,2710
439,50,2496
440,50,1455
441,50,1214
442,50,5517
443,50,5039
444,50,313
445,50,1390
446,50,3886
447,50,4203
448,50,1260
449,50,5662
450,50,1239
451,50,48
452,50,327
453,50,5371
454,50,1568
455,50,1846
456,50,3264
457,50,4296
458,50,1328
459,50,2535
460,50,696
461,50,929
462,50,2583
463,50,675
464,50,551
465,50,2535
466,50,3985
467,50,5679
468,50,3985
469,50,5377
470,51,5449
471,51,3884
472,51,92
473,51,2880
474,51,4573
475,51,4251
476,52,3456
477,52,4461
478,52,3485
479,52,5380
480,52,3767
481,52,198
482,52,5008
483,52,2854
484,52,4965
485,52,2737
486,52,1596
487,52,4618
488,52,3323
489,52,4345
490,53,4037
491,53,327
492,53,3681
493,53,4156
494,53,2866
495,53,4793
496,53,2198
497,53,989
498,53,1010
499,53,2348
500,53,2574
501,54,3813
502,54,4898
503,54,4203
504,54,1041
505,54,4602
506,54,695
507,54,2729
508,54,3071
509,54,198
510,54,2384
511,54,4250
512,54,154
513,54,4218
514,55,4158
515,55,5372
516,55,1596
517,55,2471
518,55,212
519,55,2561
520,55,1308
521,55,4087
522,56,1850
523,56,1036
524,56,3929
525,56,5380
526,56,198
527,56,2384
528,56,810
529,56,2561
530,57,2496
531,57,3007
532,57,5035
533,57,1214
534,57,2791
535,57,198
536,57,1689
537,57,4372
538,57,48
539,58,1036
540,58,3929
541,58,198
542,58,3613
543,58,2561
544,58,2791
545,58,3471
546,58,4156
547,58,2173
548,59,1214
549,59,198
550,59,5345
551,59,2496
552,59,1961
553,59,2653
554,59,2380
555,59,3554
556,59,3190
557,59,2003
558,60,3314
559,60,4823
560,60,1093
561,60,713
562,60,1452
563,60,5164
564,60,1204
565,60,1610
566,60,753
567,60,929
568,60,3327
569,60,5716
570,61,2791
571,61,1850
572,61,198
573,62,2561
574,62,2536
575,62,545
576,62,2544
577,62,3929
578,63,825
579,63,1471
580,63,4127
581,63,2525
582,63,3815
583,63,3929
584,63,3587
585,63,3907
586,63,1788
587,63,2147
588,64,3929
589,64,3471
590,64,4156
591,64,3838
592,64,96
593,64,4629
594,64,3959
595,64,1036
596,64,4304
597,64,5380
598,64,342
599,65,4445
600,65,1089
601,65,3010
602,65,4203
603,65,497
604,65,4386
605,65,1093
606,65,4999
607,66,1471
608,66,1455
609,66,3870
610,66,2721
611,66,330
612,66,2759
613,66,4376
614,66,198
615,66,4372
616,66,477
617,66,3471
618,67,1136
619,67,327
620,67,3431
621,67,1967
622,67,1928
623,67,3929
624,68,1964
625,68,2348
626,68,1109
627,68,2791
628,68,5449
629,68,3929
630,68,4156
631,68,103
632,68,3094
633,68,4956
634,69,3471
635,69,4949
636,69,1455
637,69,1328
638,69,2055
639,69,5444
640,69,5442
641,69,3870
642,69,313
643,69,4110
644,69,3857
645,69,270
646,69,1390
647,69,2689
648,69,2729
649,69,2535
650,70,1861
651,70,1164
652,70,4623
653,70,2884
654,70,3259
655,70,2682
656,70,1158
657,70,4398
658,71,1010
659,71,3929
660,71,198
661,71,3767
662,71,810
663,71,3471
664,71,5664
665,71,4620
666,71,2173
667,71,3518
668,72,2469
669,72,2386
670,72,2729
671,72,4826
672,72,4895
673,72,1113
674,72,3431
675,72,2044
676,72,5001
677,72,2791
678,72,2147
679,72,3531
680,73,490
681,73,1768
682,73,3614
683,73,3821
684,73,4376
685,73,2791
686,73,3471
687,73,629
688,73,4329
689,73,3975
690,73,1595
691,73,4030
692,74,330
693,74,5102
694,74,4767
695,74,2791
696,74,2976
697,74,3431
698,74,2535
699,74,1955
700,74,3821
701,74,4183
702,74,834
703,74,2847
704,75,1502
705,75,3851
706,75,5305
707,76,4890
708,76,2765
709,76,810
710,76,3621
711,76,1865
712,76,2791
713,76,1656
714,76,2122
715,76,1768
716,77,1036
717,77,5380
718,77,3767
719,77,4895
720,77,2348
721,77,810
722,77,5164
723,77,3388
724,77,119
725,77,4021
726,77,689
727,77,2791
728,77,4110
729,78,2729
730,78,198
731,78,971
732,78,5353
733,78,4030
734,78,2496
735,78,3917
736,78,4702
737,79,5705
738,79,1686
739,79,1036
740,79,3821
741,79,807
742,79,5665
743,79,3518
744,80,3229
745,80,5164
746,80,32
747,80,4629
748,80,198
749,80,5476
750,80,3932
751,80,717
752,80,4183
753,80,1822
754,80,5292
755,81,3767
756,81,5279
757,82,1036
758,82,3929
759,82,2535
760,82,1955
761,82,3471
762,82,1522
763,82,3323
764,82,5449
765,82,198
766,82,4156
767,82,2544
768,82,4956
769,82,4883
770,82,2791
771,82,4183
772,82,44
773,83,3694
774,83,2759
775,83,879
776,83,4392
777,83,2760
778,83,3206
779,83,4569
780,83,5284
781,83,4203
782,84,3471
783,84,3929
784,84,1522
785,84,3447
786,84,1036
787,85,3929
788,85,1596
789,85,1258
790,85,3604
791,85,1010
792,85,4629
793,85,4776
794,85,4551
795,85,3959
796,85,3767
797,85,1264
798,85,3571
799,86,5529
800,86,4573
801,86,1214
802,86,3314
803,86,1923
804,86,18
805,87,3518
806,87,3738
807,87,3929
808,87,2348
809,87,5449
810,87,4629
811,87,96
812,87,2744
813,87,4156
814,87,3838
815,88,1036
816,88,3767
817,88,198
818,88,2169
819,88,1439
820,88,4895
821,88,3323
822,88,814
823,88,4658
824,88,720
825,89,5731
826,89,1093
827,89,1214
828,89,4030
829,89,3821
830,89,1390
831,89,4805
832,89,5021
833,89,1138
834,90,3456
835,90,1010
836,90,5049
837,90,2320
838,90,3140
839,90,198
840,90,4447
841,90,21
842,90,1450
843,90,2169
844,90,4932
845,90,4690
846,90,4156
847,91,3715
848,91,2535
849,91,230
850,91,250
851,91,4372
852,91,1165
853,91,2331
854,91,3571
855,91,3007
856,91,1216
857,91,1214
858,91,2791
859,91,403
860,92,5529
861,92,423
862,92,2496
863,92,1815
864,92,2729
865,92,1264
866,92,5082
867,92,3334
868,92,4203
869,92,4127
870,92,2536
871,92,1390
872,93,2960
873,93,3929
874,93,5002
875,93,3838
876,93,1403
877,93,3821
878,94,3105
879,94,5061
880,94,3929
881,94,4156
882,94,1036
883,94,3471
884,94,3821
885,94,5548
886,95,578
887,95,4296
888,95,3870
889,95,1455
890,95,5430
891,96,2041
892,96,662
893,96,5303
894,96,1505
895,96,2854
896,96,1842
897,96,4066
898,96,5380
899,96,2348
900,96,4618
901,96,3929
902,96,4156
903,96,3323
904,97,956
905,97,2169
906,97,1712
907,97,4156
908,97,5380
909,97,96
910,97,3140
911,97,1330
912,97,2189
913,98,3929
914,98,3471
915,98,810
916,98,3323
917,98,1036
918,98,5380
919,98,3767
920,98,1913
921,99,3861
922,99,941
923,99,3929
924,99,4954
925,99,1595
926,99,4296
927,99,2582
928,99,3594
929,99,3025
930,100,1216
931,100,5366
932,100,4087
933,100,2890
934,100,2496
935,100,3821
936,100,198
937,100,5039
938,100,3575
939,101,879
940,101,4980
941,102,2477
942,102,2496
943,102,2729
944,102,5716
945,102,2583
946,102,566
947,102,1228
948,102,1957
949,103,5595
950,103,3007
951,103,2055
952,103,3639
953,103,4767
954,103,198
955,103,4296
956,103,3441
957,103,2624
958,103,3929
959,103,369
960,103,1596
961,104,5186
962,104,5449
963,104,3871
964,104,2729
965,104,299
966,104,3891
967,104,46
968,104,5263
969,105,3062
970,105,3929
971,105,3195
972,106,4764
973,106,2561
974,106,3929
975,106,4156
976,106,3335
977,106,3323
978,106,1036
979,106,3767
980,106,5380
981,106,5008
982,106,4129
983,106,198
984,107,774
985,107,3571
986,107,1455
987,107,4826
988,107,1214
989,107,686
990,107,492
991,107,1138
992,107,403
993,108,2496
994,108,2729
995,108,4007
996,108,1597
997,108,3431
998,109,3518
999,109,691
1000,109,5380
1001,109,198
1002,109,4156
1003,109,3471
1004,109,3323
1005,109,3929
1006,109,2791
1007,109,5146
1008,110,3998
1009,110,3314
1010,110,2014
1011,110,5001
1012,110,1214
1013,110,313
1014,110,2544
1015,110,1381
1016,110,1988
1017,110,5021
1018,111,4395
1019,111,4156
1020,111,1390
1021,112,2496
1022,112,793
1023,112,4401
1024,112,3664
1025,113,2920
1026,113,5606
1027,113,3334
1028,113,4250
1029,113,3571
1030,113,1214
1031,113,3007
1032,113,5666
1033,113,671
1034,113,302
1035,113,5731
1036,114,3623
1037,114,1362
1038,114,4888
1039,114,5449
1040,114,4148
1041,114,2463
1042,114,333
1043,114,2161
1044,114,4274
1045,115,4359
1046,115,3929
1047,115,4183
1048,115,198
1049,115,2791
1050,115,3821
1051,115,4156
1052,115,3471
1053,115,3490
1054,115,5279
1055,115,3323
1056,115,4375
1057,116,3664
1058,116,1036
1059,116,1596
1060,116,2115
1061,116,492
1062,116,3190
1063,116,4631
1064,116,1478
1065,116,2729
1066,116,3554
1067,116,2055
1068,116,4575
1069,116,1344
1070,117,2496
1071,117,1735
1072,117,1455
1073,117,4127
1074,117,4203
1075,117,2729
1076,117,2477
1077,117,1923
1078,117,2791
1079,118,2032
1080,118,2485
1081,118,1757
1082,118,212
1083,118,3367
1084,118,3735
1085,118,2791
1086,119,4890
1087,119,5398
1088,119,1093
1089,119,4189
1090,119,342
1091,119,5504
1092,119,2759
1093,119,96
1094,119,713
1095,119,3636
1096,120,490
1097,120,96
1098,120,4829
1099,120,198
1100,120,4372
1101,120,4030
1102,120,3007
1103,120,2055
1104,120,2791
1105,121,1010
1106,121,3929
1107,121,198
1108,121,5380
1109,121,4156
1110,121,2348
1111,122,5094
1112,122,1214
1113,122,3007
1114,122,4658
1115,122,4444
1116,122,4384
1117,122,1138
1118,122,2791
1119,123,1725
1120,123,198
1121,123,5679
1122,123,3985
1123,123,2251
1124,123,1618
1125,123,2496
1126,123,1455
1127,123,4767
1128,123,2380
1129,123,3796
1130,123,4447
1131,123,5679
1132,123,696
1133,123,1951
1134,123,1646
1135,124,774
1136,124,198
1137,124,299
1138,124,3975
1139,124,3471
1140,125,1147
1141,125,5529
1142,125,3647
1143,125,1455
1144,125,160
1145,125,2791
1146,125,5196
1147,125,1452
1148,125,5064
1149,126,1701
1150,126,793
1151,126,501
1152,126,3929
1153,126,1214
1154,126,491
1155,126,4826
1156,126,3572
1157,127,1477
1158,127,1214
1159,127,5353
1160,127,4263
1161,127,2496
1162,127,4832
1163,127,1455
1164,127,3891
1165,127,971
1166,127,4748
1167,127,834
1168,127,832
1169,127,2380
1170,127,46
1171,128,4263
1172,128,1455
1173,128,832
1174,128,4702
1175,128,4016
1176,128,2760
1177,128,3465
1178,128,5504
1179,128,1441
1180,128,3975
1181,128,1596
1182,128,403
1183,129,2469
1184,129,5459
1185,129,3599
1186,129,3646
1187,129,852
1188,129,2791
1189,129,198
1190,129,4372
1191,130,3471
1192,130,3007
1193,130,3571
1194,130,3511
1195,130,4282
1196,130,5731
1197,130,753
1198,130,929
1199,130,2561
1200,130,2816
1201,131,283
1202,131,3119
1203,131,1717
1204,132,3556
1205,132,4398
1206,132,717
1207,132,4883
1208,132,3602
1209,133,3623
1210,133,5449
1211,133,1459
1212,133,3929
1213,133,4183
1214,133,865
1215,133,4888
1216,133,2791
1217,134,956
1218,134,2348
1219,134,810
1220,134,1113
1221,134,1010
1222,134,198
1223,134,5380
1224,134,914
1225,134,999
1226,134,1928
1227,135,5504
1228,135,2759
1229,135,753
1230,135,92
1231,135,2589
1232,135,4110
1233,135,4767
1234,135,198
1235,135,4372
1236,136,694
1237,136,3929
1238,136,1553
1239,136,4892
1240,136,1554
1241,136,2305
1242,137,353
1243,137,1214
1244,137,4203
1245,137,3314
1246,137,4519
1247,138,584
1248,138,3770
1249,138,5210
1250,138,4980
1251,138,4323
1252,138,3929
1253,138,2791
1254,138,2451
1255,138,2178
1256,139,859
1257,139,852
1258,139,3870
1259,139,4296
1260,139,1850
1261,139,4156
1262,139,2561
1263,139,4968
1264,139,2496
1265,139,96
1266,139,198
1267,139,4372
1268,139,4915
1269,139,2729
1270,139,3639
1271,139,299
1272,139,4329
1273,139,4505
1274,139,5578
1275,139,3471
1276,139,1093
1277,139,2044
1278,139,989
1279,139,2291
1280,139,3226
1281,139,2082
1282,139,4559
1283,139,3572
1284,139,3484
1285,139,4895
1286,139,531
1287,139,2710
1288,139,1646
1289,139,2968
1290,139,492
1291,140,2470
1292,140,1471
1293,140,3870
1294,140,1656
1295,140,2668
1296,140,198
1297,140,5082
1298,140,784
1299,140,3821
1300,141,4891
1301,141,4759
1302,141,2561
1303,141,1988
1304,141,3053
1305,141,3471
1306,141,2521
1307,142,1882
1308,142,2561
1309,142,3779
1310,142,4030
1311,142,1585
1312,142,2496
1313,142,2890
1314,142,4895
1315,142,1450
1316,142,980
1317,142,3063
1318,142,4087
1319,142,4127
1320,142,3821
1321,142,3232
1322,143,3471
1323,143,4895
1324,143,4320
1325,143,2128
1326,143,2558
1327,143,3146
1328,143,1596
1329,143,4156
1330,144,1714
1331,144,3871
1332,144,1455
1333,144,4895
1334,144,1768
1335,144,4329
1336,144,198
1337,144,4372
1338,144,4376
1339,144,2729
1340,145,3571
1341,145,2791
1342,145,2496
1343,145,1214
1344,145,753
1345,145,3334
1346,145,1923
1347,146,1311
1348,146,5449
1349,146,3929
1350,146,810
1351,146,709
1352,146,3323
1353,146,5448
1354,147,1455
1355,147,2496
1356,147,1214
1357,147,1708
1358,147,1689
1359,147,3441
1360,147,309
1361,147,2704
1362,147,2774
1363,147,2791
1364,147,198
1365,147,707
1366,147,5056
1367,148,2348
1368,148,2729
1369,148,5289
1370,148,4626
1371,148,838
1372,148,1264
1373,148,5021
1374,149,970
1375,149,4974
1376,149,3620
1377,149,5529
1378,149,3647
1379,149,4650
1380,149,1870
1381,149,2067
1382,149,2496
1383,149,198
1384,149,5082
1385,149,4561
1386,149,2147
1387,149,1390
1388,149,2198
1389,149,810
1390,149,4417
1391,149,4127
1392,150,3854
1393,150,1214
1394,150,198
1395,150,4826
1396,150,4372
1397,150,2391
1398,150,4505
1399,150,4748
1400,150,3891
1401,150,3431
1402,150,3821
1403,150,1596
1404,151,3363
1405,151,3431
1406,151,3198
1407,151,4895
1408,151,2729
1409,151,4826
1410,151,5240
1411,151,1576
1412,151,3871
1413,151,1624
1414,151,1048
1415,152,444
1416,152,5080
1417,152,2737
1418,152,4956
1419,152,3929
1420,152,810
1421,152,1010
1422,152,5008
1423,152,3323
1424,152,2198
1425,152,198
1426,153,3471
1427,153,3929
1428,153,4895
1429,153,810
1430,153,1036
1431,153,270
1432,153,3767
1433,153,198
1434,153,5008
1435,153,2198
1436,154,3547
1437,154,2641
1438,154,2791
1439,154,4630
1440,154,4099
1441,154,3838
1442,154,2687
1443,154,4793
1444,155,2455
1445,155,3871
1446,155,4187
1447,155,70
1448,155,1165
1449,155,1214
1450,155,2496
1451,155,2055
1452,156,3338
1453,156,3471
1454,156,3929
1455,156,1010
1456,156,4156
1457,156,1996
1458,156,3838
1459,156,5734
1460,157,4203
1461,157,2496
1462,157,3471
1463,157,228
1464,157,5683
1465,157,3571
1466,157,1214
1467,157,3334
1468,157,4806
1469,157,144
1470,157,3610
1471,157,1757
1472,157,3870
1473,157,2525
1474,157,1923
1475,158,4634
1476,158,2959
1477,158,3471
1478,158,4447
1479,158,2535
1480,158,1955
1481,158,193
1482,158,3622
1483,158,1988
1484,159,2729
1485,159,5449
1486,159,3471
1487,159,261
1488,159,2086
1489,159,5442
1490,159,1511
1491,159,4070
1492,159,2044
1493,160,1596
1494,160,3929
1495,160,4156
1496,160,1010
1497,160,3767
1498,160,198
1499,160,4629
1500,160,4776
1501,160,2724
1502,160,4296
1503,160,3518
1504,161,3146
1505,161,3471
1506,161,810
1507,161,4764
1508,161,4156
1509,161,5692
1510,161,5008
1511,161,96
1512,161,2198
1513,161,3959
1514,161,4895
1515,161,3929
1516,161,2737
1517,162,2529
1518,162,1138
1519,162,1360
1520,162,2977
1521,162,3985
1522,162,1214
1523,162,1870
1524,162,3667
1525,162,2839
1526,162,3587
1527,162,1923
1528,163,4297
1529,163,2871
1530,163,198
1531,163,3986
1532,163,3929
1533,163,1014
1534,163,3471
1535,163,810
1536,163,2791
1537,164,2348
1538,164,4996
1539,164,712
1540,164,3007
1541,164,3594
1542,164,1491
1543,164,1036
1544,164,4301
1545,164,1224
1546,164,5113
1547,164,832
1548,164,2015
1549,164,3975
1550,164,3240
1551,164,1264
1552,164,989
1553,164,4748
1554,164,2597
1555,165,779
1556,165,4156
1557,165,4187
1558,165,5633
1559,165,2597
1560,165,2055
1561,166,4304
1562,166,2791
1563,166,2561
1564,166,198
1565,166,3929
1566,166,3232
1567,166,3323
1568,166,271
1569,167,4599
1570,167,5151
1571,167,5564
1572,167,3471
1573,167,4087
1574,167,210
1575,168,2536
1576,168,2882
1577,168,5252
1578,168,4537
1579,168,2737
1580,169,2759
1581,169,1667
1582,169,2977
1583,169,3929
1584,169,46
1585,169,2785
1586,169,1943
1587,169,2291
1588,169,2791
1589,169,1093
1590,169,1264
1591,169,1596
1592,169,2915
1593,170,1353
1594,1795,1353
1595,170,2496
1596,1795,2496
1597,170,2535
1598,1795,2535
1599,170,2524
1600,1795,2524
1601,170,261
1602,1795,261
1603,170,1214
1604,1795,1214
1605,170,1923
1606,1795,1923
1607,171,2959
1608,171,2729
1609,171,2496
1610,171,4806
1611,171,2952
1612,171,198
1613,171,4068
1614,171,3471
1615,172,3590
1616,172,2644
1617,172,1817
1618,172,5501
1619,172,193
1620,172,5008
1621,172,4895
1622,172,2173
1623,172,4634
1624,172,3471
1625,172,283
1626,172,3232
1627,172,2198
1628,172,2939
1629,173,3314
1630,173,4110
1631,173,4175
1632,173,1214
1633,173,4904
1634,173,3278
1635,173,4187
1636,173,4553
1637,173,1344
1638,173,48
1639,174,1187
1640,174,4895
1641,174,1439
1642,174,4127
1643,174,1666
1644,174,1768
1645,174,1455
1646,174,4329
1647,174,3871
1648,175,4424
1649,175,3871
1650,175,1455
1651,175,2496
1652,175,299
1653,175,1588
1654,175,2055
1655,175,3639
1656,175,2710
1657,175,1923
1658,176,3722
1659,176,2384
1660,176,5511
1661,176,3471
1662,176,4895
1663,176,3232
1664,176,686
1665,176,2642
1666,177,1964
1667,177,3471
1668,177,1522
1669,177,1362
1670,177,3838
1671,177,91
1672,177,2561
1673,177,94
1674,177,5252
1675,178,2863
1676,178,3735
1677,178,5504
1678,178,2791
1679,178,501
1680,178,2729
1681,178,246
1682,178,198
1683,179,4748
1684,179,4030
1685,179,3986
1686,179,261
1687,179,198
1688,179,4505
1689,179,1656
1690,179,2044
1691,179,1961
1692,179,96
1693,179,1595
1694,179,3314
1695,179,1764
1696,179,5365
1697,179,2380
1698,179,228
1699,179,2729
1700,179,3418
1701,179,1455
1702,179,3571
1703,179,3870
1704,179,2525
1705,179,2874
1706,179,3846
1707,179,929
1708,179,1757
1709,179,5611
1710,179,586
1711,180,224
1712,180,3526
1713,180,2080
1714,180,1595
1715,180,4051
1716,180,1702
1717,180,2625
1718,180,1455
1719,181,4327
1720,181,91
1721,181,1816
1722,182,4668
1723,182,5003
1724,182,228
1725,182,4658
1726,182,198
1727,182,4372
1728,182,956
1729,182,688
1730,182,4614
1731,182,753
1732,182,2449
1733,183,4999
1734,183,3441
1735,183,2185
1736,183,3034
1737,183,3821
1738,183,4793
1739,183,5039
1740,183,463
1741,184,5449
1742,184,2926
1743,184,1214
1744,184,1367
1745,184,929
1746,184,2044
1747,184,4904
1748,185,1010
1749,185,5380
1750,185,198
1751,185,3749
1752,185,2561
1753,185,3471
1754,185,3671
1755,185,2791
1756,185,3929
1757,185,2384
1758,186,3471
1759,186,5632
1760,186,3821
1761,186,4376
1762,186,1214
1763,186,1186
1764,186,4251
1765,187,4599
1766,187,2131
1767,187,482
1768,187,1390
1769,187,1961
1770,188,4189
1771,188,3956
1772,188,3232
1773,188,3821
1774,188,2737
1775,188,743
1776,189,2710
1777,189,5334
1778,189,2384
1779,189,1923
1780,189,3441
1781,189,1455
1782,189,2289
1783,189,342
1784,189,5662
1785,190,3471
1786,190,3802
1787,190,71
1788,190,1445
1789,191,1609
1790,191,76
1791,191,2791
1792,191,3929
1793,192,3083
1794,192,2546
1795,192,4997
1796,192,2496
1797,192,3821
1798,192,2729
1799,192,144
1800,192,198
1801,193,524
1802,193,914
1803,193,4956
1804,193,198
1805,193,3323
1806,193,3929
1807,193,1028
1808,194,4297
1809,194,5688
1810,194,5380
1811,194,198
1812,194,2348
1813,194,3929
1814,194,838
1815,194,2544
1816,194,5013
1817,194,5415
1818,194,3518
1819,194,3229
1820,195,3314
1821,195,3870
1822,195,5127
1823,195,1328
1824,195,4865
1825,195,1815
1826,195,4301
1827,195,330
1828,195,2336
1829,195,3252
1830,195,2055
1831,196,2496
1832,196,1452
1833,196,1455
1834,196,299
1835,196,3975
1836,196,198
1837,196,730
1838,197,697
1839,197,3929
1840,197,1091
1841,197,198
1842,197,1095
1843,197,784
1844,197,810
1845,197,3614
1846,197,2597
1847,197,1850
1848,198,4008
1849,198,2213
1850,198,2884
1851,198,5692
1852,198,4770
1853,198,2724
1854,198,4156
1855,198,1947
1856,198,4447
1857,198,1734
1858,198,4904
1859,198,3936
1860,199,2561
1861,199,5486
1862,199,1036
1863,199,2591
1864,199,5380
1865,199,1689
1866,199,3232
1867,199,3471
1868,199,1745
1869,200,3621
1870,200,5415
1871,200,1455
1872,200,198
1873,200,4748
1874,200,261
1875,200,4629
1876,200,2746
1877,200,914
1878,200,403
1879,200,2525
1880,200,5555
1881,200,5664
1882,200,5353
1883,200,4574
1884,201,2724
1885,201,3232
1886,201,2496
1887,201,3812
1888,201,3555
1889,201,2000
1890,201,2737
1891,202,4156
1892,202,3929
1893,202,4297
1894,202,5380
1895,202,198
1896,202,2561
1897,202,2348
1898,203,3518
1899,203,3471
1900,203,3323
1901,203,4895
1902,203,2791
1903,204,3871
1904,204,48
1905,204,3471
1906,204,4349
